Age,Gender,Weight (kg),Carb Intake (g/day),Sugar Intake (g/day),Volume of Weights Lifted (kg/week)
60,Male,89.8,206.1,47.2,240.79305934859514
38,Male,60.7,206.0,36.6,454.2395989892352
44,Male,75.3,138.3,44.6,302.8612305353364
63,Male,64.8,196.3,19.4,222.52722736765352
23,Male,70.2,212.1,74.0,231.28855304777778
55,Female,65.9,195.6,75.4,135.72217709879789
28,Female,81.0,103.7,68.8,297.77958836623066
64,Male,87.6,276.8,40.8,257.1336076355213
58,Male,88.3,145.3,37.4,147.75646373093278
34,Male,61.7,203.6,60.0,293.5757618675341
56,Female,73.5,216.1,31.0,169.09342404578976
24,Female,61.4,177.3,72.7,100.19880427334485
47,Female,61.0,212.2,2.4,63.13717354436977
38,Female,67.1,161.2,41.0,247.44815580472178
18,Male,79.1,307.4,28.7,173.98675064492573
42,Female,81.2,187.0,74.9,126.94442918175761
49,Female,82.9,245.0,71.5,187.78088672834036
25,Male,82.1,145.4,61.3,119.41162396129805
22,Male,64.8,236.1,88.3,219.8156455106285
47,Male,89.2,164.1,50.2,157.24656240535205
25,Female,84.6,130.3,62.6,0.0
36,Male,70.0,146.7,18.0,241.67671967649707
61,Female,70.5,157.6,43.6,150.39218014988742
47,Female,67.1,205.6,52.2,188.44966739901665
32,Female,59.5,343.8,31.7,0.0
53,Female,83.0,336.8,55.1,16.1742545727231
61,Male,84.9,183.9,10.6,384.6232383826579
44,Male,63.9,248.0,60.0,190.2732194513843
30,Female,60.2,137.3,41.3,0.0
31,Male,63.8,94.8,34.3,199.2510012429033
54,Female,76.3,201.5,64.9,0.0
47,Female,58.4,227.3,79.3,77.5151157200253
56,Male,88.5,239.2,67.8,225.28268901026036
64,Male,87.8,254.0,33.8,259.31650980275117
30,Female,80.1,183.5,63.4,239.72634270140182
33,Male,84.7,203.6,44.9,282.74300247805076
61,Female,75.7,241.1,72.6,202.71458486690014
24,Male,80.6,259.7,54.4,163.9607505547892
44,Female,59.4,154.6,20.5,55.229916390386464
62,Female,91.7,210.5,45.2,151.88067419248495
52,Male,69.2,232.5,33.5,335.70022352660294
32,Male,73.5,207.4,34.5,336.5183827292686
45,Female,104.8,168.9,43.5,137.63016781273876
52,Male,72.4,200.2,55.5,209.67092230377952
24,Male,83.9,226.5,68.2,78.9352254203175
63,Female,81.2,162.0,39.5,269.94355685123986
63,Female,59.0,140.1,74.3,311.26865650840494
37,Male,63.0,303.0,16.0,290.5278456832832
49,Male,99.4,209.4,33.2,0.0
55,Female,81.9,246.9,91.0,225.296491443502
57,Female,74.8,210.5,27.1,262.25142841193565
49,Female,68.6,252.5,75.0,32.895908483596294
43,Female,78.8,204.0,49.5,190.36144260067505
56,Female,80.0,229.4,48.6,110.66633193199714
37,Female,77.7,144.5,68.7,294.6931704485554
35,Female,87.8,111.7,65.9,29.639206960431636
32,Female,64.6,176.2,76.7,106.4538689787407
39,Male,63.0,128.7,45.1,0.0
39,Male,87.5,94.2,52.9,268.63064039721314
38,Male,100.4,215.1,45.0,294.16638220334295
19,Female,85.1,111.5,27.8,185.77750022216915
57,Male,90.6,247.5,53.4,145.9422711446734
60,Female,74.1,272.1,46.7,105.4207093733255
35,Male,78.2,127.9,12.6,155.53343921693173
40,Female,78.0,214.4,72.2,230.43305103705103
30,Female,74.3,292.9,53.0,4.445443789900005
58,Male,91.9,176.4,36.0,166.31650348268593
26,Female,88.4,230.5,56.6,2.592733507095907
24,Male,70.2,319.6,39.5,137.88792916963425
58,Male,55.3,116.1,54.0,210.98795004346562
18,Male,74.2,149.0,77.7,516.8181545696584
19,Male,61.1,228.2,58.0,117.72444927069441
21,Male,75.3,308.6,40.3,367.6643284847264
31,Male,62.1,164.4,29.4,0.0
49,Male,90.1,321.8,35.7,209.96828770188768
53,Male,83.2,206.6,66.2,185.05219432947982
19,Male,82.9,101.6,48.9,279.23668052845574
57,Female,87.9,279.5,61.2,102.56164069721531
31,Female,79.7,176.8,44.4,57.40408304081477
37,Male,81.6,222.4,31.3,0.0
42,Female,92.2,117.0,62.0,149.41818515765846
59,Female,73.4,162.3,33.8,81.31727086203819
25,Male,82.3,125.2,41.8,345.5955278731122
45,Male,62.4,119.9,25.5,253.35099051735912
63,Female,76.0,204.9,31.3,241.42258708932778
38,Male,102.1,228.3,67.9,79.6922688343301
40,Male,84.8,172.7,71.0,222.1998046283849
49,Male,74.0,128.1,71.8,239.12222594623591
25,Female,78.2,136.2,71.9,92.61589401867
48,Male,74.7,218.6,42.9,377.53578975812434
54,Female,77.8,205.5,63.3,250.76277419341838
33,Male,70.2,219.4,71.1,431.08968401408845
57,Male,80.9,277.9,32.5,313.4419929624639
59,Female,81.4,228.8,53.9,347.862864047762
44,Male,75.1,220.5,47.4,427.88576693615136
57,Female,76.7,318.4,12.6,107.17281658908394
58,Female,79.1,186.3,56.5,2.7317171078210527
35,Male,68.7,319.2,35.7,446.66694285224656
52,Male,80.8,271.2,71.0,271.39974243562324
32,Female,84.4,185.1,34.8,176.20454947757452
44,Female,92.6,240.2,56.6,108.29473946620674
34,Male,78.8,189.2,52.2,284.4316998580878
57,Male,68.3,128.2,15.5,308.10610873862925
19,Male,73.8,199.6,43.6,307.1221130195325
48,Male,61.3,126.6,57.1,120.70856094894727
54,Male,83.7,211.6,70.5,372.88281059659045
58,Female,50.3,240.0,50.4,169.36933459503425
58,Female,87.3,189.2,68.1,210.26686141333266
51,Female,88.7,211.5,60.7,250.20197257368017
51,Female,39.8,210.7,61.4,395.9597599804187
20,Male,90.3,242.2,62.3,231.2194564725644
34,Female,87.3,204.5,44.5,136.30113827105612
31,Male,71.5,184.3,30.2,446.82422278805814
31,Male,60.7,239.9,81.4,375.7260004402389
63,Male,64.9,207.9,65.4,218.94957419844584
55,Male,65.9,93.2,48.6,245.99300610542394
52,Male,90.8,182.5,62.3,0.0
18,Female,69.6,174.1,57.9,122.47884004722525
46,Male,85.9,207.4,32.9,12.540680769711937
21,Male,73.5,202.0,43.2,0.0
50,Male,75.7,102.5,76.5,133.30353157022617
34,Female,56.1,125.4,49.9,11.366093792173192
45,Male,61.2,152.4,57.5,147.71701572400647
43,Male,90.5,203.2,75.2,223.00142649211395
25,Male,73.1,253.7,49.8,282.1550343128124
51,Female,78.6,119.8,31.4,152.5732214239843
35,Male,96.7,166.4,52.3,26.691592178251007
48,Female,73.5,197.6,38.8,122.43838418508903
44,Female,72.8,153.4,22.2,42.76114319500107
33,Male,89.5,204.4,66.1,389.7826825019494
27,Female,75.1,232.0,44.9,136.30797741467705
57,Female,78.8,162.2,-9.7,31.196848842759355
29,Male,87.0,216.4,55.1,54.558962680859366
39,Male,75.0,194.3,55.3,225.73280433013542
33,Male,84.5,142.5,89.0,207.88181146548652
29,Male,73.6,193.0,49.9,195.86512906770756
28,Female,86.8,222.8,71.4,243.54851156955448
37,Female,80.1,270.7,62.9,48.11614307634152
18,Male,72.3,282.2,38.2,329.45189675528707
44,Male,75.9,171.6,57.0,183.3924208096428
20,Male,45.7,168.6,46.7,348.39403235085285
29,Female,89.3,202.0,36.2,92.3173759502544
47,Male,59.9,172.9,39.7,295.8756964517323
26,Female,62.2,260.7,37.0,70.29972673497866
54,Female,69.7,205.0,49.8,329.7678134182915
18,Female,53.5,202.8,49.9,122.1064700096173
59,Female,80.6,232.2,39.0,86.62881081133617
21,Male,79.3,208.0,45.8,43.345014252753124
32,Male,69.2,215.3,12.5,204.19098956627786
44,Male,66.9,213.2,29.8,200.84489058707783
25,Female,66.7,192.8,44.2,17.19907059872029
40,Female,82.4,154.9,83.4,69.98440627354458
32,Male,55.9,288.0,62.7,0.0
44,Female,70.1,154.7,30.5,31.594918772224855
48,Female,56.6,282.7,82.3,113.95619753919236
56,Female,84.2,217.1,50.0,177.0477748328954
64,Male,71.0,169.9,27.3,168.3274044551262
25,Male,81.6,227.7,48.4,268.5044866978692
47,Male,90.0,239.3,69.7,65.91660548789149
59,Female,90.2,285.9,27.3,164.2754621963287
35,Male,62.7,134.2,29.3,170.8327364190727
21,Male,78.7,193.0,86.1,191.5981922476232
64,Male,88.5,268.9,55.9,212.8287423820912
60,Female,83.4,237.3,40.6,87.39768542064718
39,Female,84.5,224.3,47.9,0.0
20,Female,53.6,273.9,55.7,43.70354404119685
32,Female,83.2,191.0,46.1,9.425767426297591
52,Female,65.5,80.1,77.0,107.69653686464795
64,Male,83.0,181.7,52.0,306.9147095893963
55,Male,82.7,300.6,63.3,397.3395806192423
50,Female,82.1,214.9,51.7,98.51652976121807
31,Female,73.7,157.9,49.3,113.67536075356102
18,Male,90.8,266.7,67.9,430.1769132132971
43,Female,81.1,242.2,68.3,116.58593239935585
25,Female,78.9,207.4,17.3,94.25534664763632
33,Female,63.8,229.3,49.6,126.03983073552106
55,Female,79.8,149.1,91.0,95.94955376335523
27,Female,98.7,181.9,41.1,72.55955543042239
59,Male,58.3,196.8,59.1,12.916422086256382
54,Male,83.8,255.0,74.9,427.6042561569807
43,Female,85.3,172.6,27.8,216.97902359880987
45,Female,95.7,198.7,42.5,313.0746711140988
29,Male,83.7,272.0,18.6,348.09510265058
37,Female,75.1,326.2,52.1,161.3293721256564
31,Male,80.1,156.5,57.7,0.0
63,Female,71.8,207.0,62.9,49.36357338674748
52,Male,89.6,124.6,81.5,172.19847745052044
46,Male,56.4,199.3,51.3,65.39749917929082
29,Female,69.1,185.5,26.9,0.0
35,Female,80.4,262.6,32.4,61.073792055877306
61,Male,89.1,141.4,34.8,159.84270935547886
19,Female,74.8,134.5,54.2,330.3603135217841
19,Male,65.6,276.0,97.0,121.98768977847507
34,Female,72.5,168.3,48.6,197.09754217947474
27,Female,70.6,209.9,77.5,46.752383240824265
35,Female,71.1,214.8,47.7,137.0283273476342
39,Male,69.8,160.6,26.8,204.4061290077395
36,Male,69.8,160.7,33.7,402.3490683409357
18,Female,54.4,256.3,35.4,0.0
41,Male,78.6,233.9,47.6,98.42956350167195
53,Female,83.1,199.2,58.1,164.89559962333095
42,Male,93.0,193.2,36.8,256.2125807370639
53,Female,85.3,215.8,65.8,30.28409137227779
48,Male,84.7,219.1,70.9,176.2457557310429
48,Male,78.6,263.1,44.7,211.11359555497188
19,Male,53.8,199.0,68.4,378.3158603110802
36,Male,78.4,222.1,11.2,210.86977137509987
29,Male,76.3,235.9,2.8,172.13762945502575
27,Male,87.4,236.8,66.7,106.89065020136646
48,Female,81.8,272.5,41.6,177.876607614455
62,Female,73.4,199.4,94.1,114.35138665262447
39,Male,98.5,171.7,48.1,113.35548151161788
40,Female,85.2,182.1,30.0,52.87255594374234
40,Male,79.1,232.0,83.7,176.23296963887387
32,Female,80.5,194.6,63.1,200.12231128724414
43,Female,75.7,314.3,81.0,88.12904680124558
20,Female,75.2,200.6,38.3,158.70283081365008
40,Female,49.0,152.3,57.3,103.41075897796522
37,Male,64.0,216.1,32.5,228.45189263012503
62,Female,68.5,276.9,15.1,163.65144423794902
57,Female,80.4,159.2,64.8,75.14328293372277
56,Female,55.2,157.8,40.9,252.28747245688342
25,Male,68.7,190.7,30.1,5.6667549577523495
35,Female,67.2,167.7,22.2,274.1801134433103
58,Male,76.4,132.5,53.7,257.175956014626
23,Male,80.4,123.0,51.3,300.93737417082355
44,Female,67.3,211.6,40.3,0.0
53,Male,68.1,235.8,36.5,200.5673035784419
32,Female,66.8,164.9,65.3,310.73781286798777
54,Female,70.3,196.5,0.4,135.2908917049484
22,Female,74.4,209.2,62.6,164.30474405830665
56,Female,90.8,144.7,59.3,38.09287390995683
26,Female,62.9,242.9,25.4,6.129904916077091
24,Female,96.0,210.6,11.3,177.9065483721843
58,Female,60.2,226.2,61.8,71.08680496496952
37,Male,86.5,234.0,26.5,119.26679907262064
27,Male,69.3,321.3,81.5,192.73142402066674
43,Female,64.1,148.8,92.4,234.73156161626483
21,Female,90.8,155.4,58.5,189.26162085965242
55,Male,76.0,284.1,48.0,233.27518545760256
41,Female,75.5,232.6,45.6,202.49403156666597
31,Male,71.7,203.5,15.9,323.19134340226884
58,Male,68.0,176.1,44.3,164.9841829550045
18,Female,72.9,188.4,40.8,329.45177467326596
34,Female,36.3,189.4,37.3,37.45570948847255
62,Male,52.8,125.3,57.8,0.0
41,Male,79.7,248.7,52.6,359.1830521799645
44,Female,89.2,99.5,65.7,68.41885943107891
24,Female,91.4,157.5,41.1,0.0
26,Male,63.5,178.4,62.1,175.78195705210837
60,Male,77.3,307.2,50.2,398.6848631945056
52,Male,48.7,195.0,61.9,164.93627253358358
29,Female,70.8,215.8,48.4,0.0
38,Female,84.9,156.1,85.6,100.08961427902989
20,Female,74.8,243.4,1.2,128.48126706892108
32,Male,71.0,347.6,62.5,168.79858823989034
38,Male,74.8,224.6,67.1,104.74465146901055
27,Female,90.4,183.2,24.7,87.75685084986627
50,Male,72.1,98.4,86.5,320.0624205798692
63,Male,75.9,234.7,50.4,128.24432604616138
23,Male,93.2,150.7,47.5,200.74736280832792
19,Male,72.3,162.2,57.4,246.1512063840784
46,Male,55.4,246.6,67.8,128.91158721377613
57,Female,91.4,176.3,52.6,69.90502247666966
50,Female,87.2,195.3,52.0,155.08733850231695
21,Female,48.4,237.5,66.8,0.0
21,Female,73.4,164.7,69.4,316.91651719421486
46,Female,74.7,135.6,56.7,92.35647429647061
54,Male,91.4,223.2,19.0,164.7998638850365
37,Male,74.8,237.7,29.6,317.5219678683763
58,Male,77.0,171.1,71.7,176.0412307742987
40,Female,77.4,168.6,44.4,97.93503654117438
62,Male,69.4,145.0,38.0,20.57215774186992
35,Male,90.6,235.7,58.8,200.89062446401562
42,Male,65.5,295.9,56.3,118.50315554140639
18,Female,69.2,246.6,45.6,355.5269105631634
32,Male,74.9,195.4,64.9,163.97068461662295
51,Male,58.9,235.8,24.6,0.0
37,Female,96.2,158.4,15.4,211.99416743023474
54,Female,75.0,218.4,80.1,54.6675948140563
44,Male,84.9,145.7,27.5,225.66283714920817
39,Female,63.5,193.9,20.5,239.03889252970276
22,Male,83.5,253.8,43.5,154.14124092511128
51,Female,84.6,240.6,49.4,123.22829620395137
56,Male,86.3,228.4,40.4,332.28596612254944
20,Male,97.9,220.8,45.4,381.07515844685895
34,Female,68.3,163.2,21.6,120.74666032969944
41,Female,72.8,207.1,64.3,345.342550761712
41,Female,64.9,239.2,19.4,0.0
20,Female,73.8,187.8,50.5,53.2523806740938
62,Male,83.0,189.8,54.7,143.99499579284472
24,Female,82.3,176.5,63.0,223.740387232684
42,Male,94.7,185.8,54.5,258.90243483462103
20,Male,80.9,161.3,28.2,116.05316996747636
32,Male,75.0,201.2,41.8,45.542323072118464
46,Female,61.9,184.0,35.9,0.5128497505555707
46,Male,85.4,126.3,18.5,270.7831702497997
27,Male,73.1,330.0,58.7,158.9970151295089
49,Female,85.7,148.1,34.9,260.1647580269565
40,Male,69.9,193.3,53.0,8.993638380382093
56,Male,89.4,203.1,47.8,286.22095374828075
26,Male,79.6,173.3,27.3,177.35571324839222
54,Female,86.9,195.5,25.9,76.78607432794911
57,Male,79.6,159.1,43.3,123.45654498061666
31,Male,63.9,236.4,23.7,202.97433379639745
21,Male,70.6,198.9,69.8,209.96608176566843
37,Female,59.6,235.9,76.9,62.7491178218967
45,Female,77.2,273.5,65.7,190.61513508165476
31,Female,57.4,185.9,57.0,222.2613039330555
61,Male,78.5,238.7,51.2,170.45652282047737
51,Male,31.6,276.8,29.0,258.48097944110873
30,Male,84.7,193.8,66.6,172.40941698905323
48,Male,61.8,234.6,77.4,530.5079385874748
50,Male,63.6,176.7,43.2,226.92417832854076
56,Female,91.5,259.9,49.3,187.00418000547617
45,Male,78.8,175.0,33.8,349.1870315168039
42,Male,85.2,235.2,43.4,107.12140852844395
49,Female,62.9,249.8,24.8,235.57242934800712
26,Female,86.5,141.1,44.2,231.6755291472835
45,Male,73.4,166.7,58.7,260.380151843337
48,Female,76.4,164.6,56.5,193.55437950341516
34,Female,92.9,254.0,55.0,86.14823123253248
40,Female,61.0,141.2,1.2,381.8330674579211
30,Male,86.0,216.3,51.0,0.0
27,Female,79.6,236.3,62.3,59.25701272723106
33,Male,72.4,208.5,49.8,22.190598763806744
23,Female,61.9,263.7,72.7,311.65719112666784
28,Male,72.3,103.8,48.0,183.44779213538925
20,Male,65.2,230.4,57.9,78.0800071965135
45,Male,89.2,190.9,29.9,131.8012768118268
58,Female,76.1,124.7,61.7,0.0
32,Female,66.9,145.9,65.7,175.2687382077506
30,Female,57.7,278.3,35.7,204.9431867559368
59,Male,69.4,231.6,21.4,227.3318366636048
62,Female,89.8,240.1,41.0,80.39368108958215
34,Female,76.3,247.9,30.0,283.7189957174778
24,Male,72.8,132.2,62.0,330.0579876174205
45,Female,95.4,212.3,40.2,0.0
55,Male,70.0,254.9,64.4,193.9122307351916
30,Female,65.3,179.9,18.7,31.20621397315764
34,Male,79.8,268.1,33.4,389.95103920414147
32,Male,80.0,169.4,34.7,129.82719483083181
53,Female,68.0,206.2,55.5,11.345868066290466
45,Male,65.4,219.9,8.5,195.86603175720106
32,Female,92.4,237.7,44.5,276.6998238626981
63,Female,69.8,185.6,42.7,232.53610310315017
28,Female,57.6,250.6,57.2,80.1869328186403
48,Female,77.3,221.4,51.0,138.19790153973418
21,Male,85.7,118.1,30.9,351.8770213364522
52,Male,72.7,291.8,4.8,365.8740549898374
51,Male,81.4,152.1,34.6,0.0
44,Female,62.4,296.0,24.7,140.91254391774862
27,Female,82.5,192.1,25.8,113.35882641671839
47,Male,63.5,182.8,35.3,138.987843389033
62,Male,78.7,220.0,66.4,355.5217594279004
37,Female,84.2,165.1,24.6,13.556988975277248
46,Female,76.2,105.7,12.9,237.88707876666948
46,Female,60.2,194.5,38.4,0.0
40,Male,60.7,218.8,44.4,109.62172321913727
38,Female,94.1,276.9,43.1,132.1173011279844
60,Male,65.8,140.4,36.8,26.591635143705997
27,Female,84.2,229.0,45.1,371.5681468632834
58,Male,76.4,194.8,54.3,114.79860412789816
29,Female,63.0,201.7,32.6,60.159452092523686
47,Male,68.6,248.6,70.0,110.43666027987375
50,Male,95.4,174.4,46.3,285.9860506790912
35,Male,116.9,208.4,69.6,333.56596097454326
31,Female,71.2,254.5,55.3,88.91058459019943
39,Male,70.4,251.5,24.8,232.9639255779277
38,Male,55.3,139.0,10.9,270.38398446961617
18,Female,55.2,169.4,71.3,6.366624099604116
60,Male,64.7,192.8,31.8,193.1673443941108
32,Male,69.7,240.7,48.1,126.15652645576596
53,Female,74.7,187.4,37.9,0.0
64,Male,83.3,204.1,76.8,245.05763479554213
39,Female,77.7,262.5,48.5,218.41255431336725
49,Male,83.5,183.1,22.4,214.8586657169482
63,Female,67.6,273.7,44.7,0.0
50,Male,74.2,119.7,72.5,130.19431540196135
58,Male,70.6,180.4,32.6,89.43009833593653
56,Male,59.8,131.7,18.8,429.7336786481018
40,Female,51.3,205.8,64.6,109.26026650680781
60,Male,67.0,237.5,30.4,0.0
19,Male,45.2,191.9,16.0,192.00960438326388
19,Female,61.4,176.3,31.1,229.7008490076872
55,Female,81.5,132.0,54.4,140.58675378602638
46,Female,77.2,284.1,57.7,67.09012805396765
63,Male,75.3,198.9,56.9,129.4776528804954
20,Male,89.2,177.4,28.4,332.07140603502745
56,Male,66.3,278.1,66.9,230.3066712883817
24,Female,83.2,182.4,63.7,325.51176144755993
53,Female,65.3,154.5,58.7,143.9482911556925
46,Male,78.3,164.5,27.9,0.0
54,Male,76.8,157.1,37.0,159.4870192785136
53,Female,77.5,146.7,55.6,91.0432121514191
40,Female,70.4,165.3,60.9,0.0
62,Female,78.8,320.7,29.1,148.06380778125416
33,Male,79.8,142.5,84.4,158.38142338086683
48,Female,57.8,125.4,46.6,173.9973662811221
51,Female,85.2,213.9,68.3,271.71189356417756
18,Female,60.2,196.2,24.5,113.18585519323138
35,Female,64.5,233.0,53.5,277.05168044248046
57,Male,77.9,172.3,24.1,180.36276100227067
60,Female,82.2,156.6,52.4,196.15438329734025
32,Male,77.6,283.7,58.6,217.25928878286555
34,Male,78.9,119.4,59.8,260.44722765111044
61,Female,61.4,218.0,34.6,142.43324219677126
27,Female,68.7,234.5,13.0,289.3390451497836
37,Male,50.4,241.1,55.8,298.44000490474485
23,Female,64.0,184.8,41.4,149.63483345376278
25,Male,58.9,137.6,41.4,298.6941376398553
62,Female,75.2,275.0,31.0,161.07031756364788
51,Male,103.3,177.7,48.3,354.82886369221177
49,Male,84.1,276.5,49.3,44.5115192529366
59,Male,48.1,218.4,70.5,533.7460840248389
21,Female,56.8,175.8,9.1,138.40404883333304
61,Male,59.4,219.7,22.9,46.09445947503867
56,Male,53.9,257.5,58.6,323.4669602646311
37,Female,71.6,204.1,5.4,287.0362116870873
41,Female,77.7,163.1,34.9,45.70558842179985
41,Male,59.5,110.6,96.9,148.02622995426356
43,Male,72.3,178.8,43.8,311.4613336299467
42,Female,77.6,240.4,63.4,224.46954061883483
53,Male,83.4,149.5,15.8,127.74801521163675
24,Female,76.9,234.1,63.4,124.00444642176811
27,Female,79.0,201.4,41.9,21.137694028838386
64,Female,74.6,237.3,55.2,48.2951697660628
29,Male,62.8,83.0,60.5,0.0
18,Female,65.5,129.0,39.1,94.15833693301974
42,Male,59.1,176.9,59.1,312.944550430253
33,Male,93.0,293.3,27.0,168.60502911659654
22,Female,57.4,162.3,50.5,267.88367470000486
36,Female,86.4,193.7,59.8,81.1769235825803
21,Female,57.5,307.5,38.6,0.8198064098439398
23,Female,84.2,221.4,30.1,289.54495825017796
43,Male,86.7,243.0,40.3,269.595592646045
56,Male,88.8,167.9,71.2,378.1506199216473
56,Female,62.5,258.9,68.1,125.85748232677189
26,Male,77.0,266.6,64.6,431.3602019270222
62,Female,67.8,225.1,80.2,45.93143803972345
31,Male,64.4,195.7,50.1,146.5845395534983
26,Male,75.5,228.0,53.5,234.03136113510797
32,Male,84.8,118.7,10.1,146.145166075952
54,Female,67.9,254.4,31.8,149.69509735652466
37,Male,79.0,157.5,60.2,392.6488001991013
25,Male,64.1,186.1,67.4,255.77004194480216
49,Male,62.5,265.9,24.1,182.045948954708
64,Male,71.1,254.9,48.1,377.36283838253047
38,Female,71.8,118.9,93.2,204.9364607975984
58,Male,83.0,152.6,48.2,183.73941143190277
36,Female,60.0,232.0,78.9,153.8732790448246
46,Female,100.9,113.0,56.9,109.94675391775729
48,Male,53.5,271.0,61.2,328.10729579279786
23,Male,77.7,205.9,31.8,319.89711044011324
21,Female,71.6,270.6,17.8,238.96460052925656
60,Female,67.2,162.8,64.4,201.751341658783
46,Female,72.9,167.2,56.1,101.7160553333301
59,Male,83.1,251.7,51.2,252.81658710943225
20,Male,84.9,185.2,23.5,128.4068110627281
18,Female,72.4,138.0,42.9,168.02331636523158
61,Female,79.0,228.1,37.7,258.42716620885756
32,Female,59.0,120.4,39.6,229.81751026877765
64,Male,72.8,272.1,54.6,343.65046792595894
38,Male,79.7,209.2,64.1,191.35575976525513
63,Female,47.6,155.5,55.7,236.55251331002006
48,Male,76.0,257.3,53.9,112.70577133538823
24,Female,73.0,258.1,52.3,3.5903925982747906
34,Male,90.2,200.2,46.5,233.45779125484663
36,Female,77.0,313.8,33.4,112.57141694894793
56,Male,80.8,312.6,50.9,469.1971748906236
20,Male,71.7,216.2,64.9,416.34734194461316
47,Male,82.6,253.3,47.7,101.62822919546232
52,Male,81.7,265.4,31.6,328.13324790196134
46,Male,59.3,143.3,26.1,0.0
31,Male,78.7,214.3,30.9,226.70721674772
52,Male,89.2,165.9,27.1,254.15636310512286
45,Female,86.8,158.9,107.8,42.25895191168259
47,Female,75.3,206.1,32.4,139.9888818748508
43,Female,78.9,209.8,49.2,51.98718478056312
24,Male,86.0,119.4,48.3,334.3952959472098
56,Male,61.3,217.2,78.3,227.62127119201193
48,Male,80.7,187.5,58.6,417.2053936291207
22,Female,51.3,269.9,58.5,0.0
52,Female,85.3,258.1,53.5,62.30266044551705
64,Female,70.4,157.2,55.5,92.39160911907864
31,Female,74.0,265.6,56.4,200.0330559330287
53,Female,68.3,226.8,37.5,182.5262591038753
44,Female,74.5,189.1,31.7,164.80892718015775
41,Male,78.1,174.4,51.2,106.52838929024408
57,Female,84.1,142.6,39.3,0.0
46,Male,90.6,139.1,53.7,96.96787695322442
62,Female,75.6,108.6,28.4,301.3118244666004
39,Female,55.1,201.0,20.5,86.94701317687287
25,Male,90.7,97.0,24.4,209.38159703562602
32,Male,57.3,156.7,48.5,205.45422705556396
22,Male,69.9,232.8,17.7,230.51268238088315
21,Female,69.1,274.7,89.0,17.699197831003282
28,Female,75.1,142.6,89.0,203.92851284851915
35,Male,59.8,230.5,67.7,186.71993128385583
59,Female,59.3,184.5,42.6,353.0018189854017
47,Male,74.7,174.2,40.3,155.2965937652754
32,Female,65.4,207.7,55.9,204.53483051356872
23,Female,91.2,167.3,61.9,104.17822555380113
33,Female,68.4,195.8,55.9,325.4615228348382
64,Male,62.7,203.5,23.8,301.30274147355715
57,Female,95.1,258.0,46.2,21.173631657607398
26,Male,80.6,268.9,60.7,376.55659150436713
60,Male,107.6,170.1,2.8,282.788141871759
51,Male,51.9,186.5,27.9,131.79033197544535
44,Male,77.5,240.2,60.5,0.0
30,Male,80.8,191.0,43.8,381.01876045132616
53,Male,75.3,235.7,43.8,466.76558921289495
44,Male,70.7,245.1,72.2,370.88093271837585
26,Male,89.9,251.0,48.9,330.16949785135574
22,Male,80.6,204.4,40.5,265.96674258446217
39,Female,54.7,141.8,43.8,209.6362903884869
48,Male,64.6,191.6,44.5,174.96600366521582
20,Female,61.0,174.6,33.3,0.0
47,Male,73.5,238.9,45.5,312.0865060834644
38,Female,86.4,276.3,27.2,175.2855624863135
52,Female,70.4,277.7,43.3,8.224703939354665
23,Female,72.0,244.3,39.7,0.0
45,Female,63.3,153.3,54.6,158.19816195653397
49,Female,84.1,270.2,80.3,120.74711841635614
59,Female,89.8,221.3,55.2,102.53060742317399
54,Male,74.6,158.8,52.1,252.52614608130784
42,Male,94.0,243.1,54.7,111.15741448161086
49,Male,68.5,188.9,32.7,267.68577151467855
52,Male,58.2,102.5,64.0,296.5033154888595
39,Male,84.7,151.0,58.1,0.0
41,Male,73.8,196.7,49.1,207.6527186133973
56,Female,68.0,194.8,57.1,145.3046248160194
47,Male,75.9,146.8,56.6,331.3372722702972
49,Female,56.0,237.6,56.6,206.43752919042797
48,Female,54.0,226.0,69.9,0.0
40,Female,76.1,128.2,34.8,143.310924196168
57,Female,80.2,331.7,76.2,129.1383217637216
50,Female,91.7,139.3,17.9,272.983203976004
42,Female,85.6,177.1,63.2,24.515073275591053
53,Male,82.6,218.8,53.4,221.84083979670478
41,Female,90.2,177.3,30.7,254.85084226020714
48,Female,80.9,272.7,70.6,212.40854335628293
56,Male,70.9,191.2,13.7,184.52336074988114
63,Male,85.9,153.9,82.5,376.19499530901294
30,Male,85.5,230.7,95.1,94.32215322585783
27,Male,74.9,55.0,46.7,300.51085608611567
40,Male,60.6,226.7,29.4,352.35181130319
35,Male,53.6,264.5,38.4,17.64456071811072
49,Male,85.1,84.7,69.5,342.21215403059716
50,Female,80.7,179.8,43.6,0.0
53,Male,82.4,117.7,-8.7,236.160045026653
45,Female,85.6,200.7,57.7,99.13753174312488
33,Male,64.2,312.2,67.9,333.8076416747389
33,Male,52.5,211.5,60.3,232.64030393950696
35,Female,81.2,189.1,63.5,286.49571873229354
25,Male,89.4,58.8,82.1,347.4742664263835
59,Male,79.2,144.7,45.8,212.14181341645343
33,Male,57.2,193.3,84.4,350.48109263601447
28,Male,77.9,204.7,46.9,171.46070879490895
23,Male,61.5,217.2,72.5,60.20387214109761
18,Male,56.5,238.4,47.2,146.83477867093276
29,Male,74.9,154.7,90.8,192.10151829689212
55,Female,76.9,202.0,63.0,0.0
45,Male,73.8,175.2,48.1,398.5517331884146
62,Female,80.3,153.1,26.0,122.48070383514107
